id,term_type,canonical_name,english_name,description,status,first_seen_at,last_seen_at,created_at,updated_at,term_code,brand_id,embedding,embedding_updated_at,normalized_name,search_keyword
196,ITEM,워크부츠,Work Boots,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_WORK_BOOTS,,,,워크부츠,워크부츠
197,ITEM,첼시부츠,Chelsea Boots,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_CHELSEA_BOOTS,,,,첼시부츠,첼시부츠
198,ITEM,스케이트화,Skate Shoes,스케이트 보드화 canonical,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SKATE_SHOES,,,,스케이트화,스케이트화
199,ITEM,슬립온,Slip-ons,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SLIP_ON,,,,슬립온,슬립온
200,ITEM,슬라이드,Slides,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SLIDES,,,,슬라이드,슬라이드
201,ITEM,플립플랍,Flip-flops,쪼리/플립플랍 canonical,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_FLIP_FLOPS,,,,플립플랍,플립플랍
202,ITEM,더비슈즈,Derby Shoes,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_DERBY_SHOES,,,,더비슈즈,더비슈즈
203,ITEM,등산화,Hiking Shoes,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_HIKING_BOOTS,,,,등산화,등산화
204,ITEM,러닝화,Running Shoes,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_RUNNING_SHOES,,,,러닝화,러닝화
205,ITEM,로퍼,Loafers,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_LOAFERS,,,,로퍼,로퍼
206,ITEM,메리제인슈즈,Mary Jane Shoes,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_MARY_JANE_SHOES,,,,메리제인슈즈,메리제인슈즈
214,ITEM,슬링백,Slingback Shoes,신발 의미의 슬링백,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SLINGBACK,,,,슬링백,슬링백
215,ITEM,옥스포드화,Oxford Shoes,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_OXFORD_SHOES,,,,옥스포드화,옥스포드화
216,ITEM,인도어화,Indoor Court Shoes,스포츠화의 안정적 subtype,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_INDOOR_SHOES,,,,인도어화,인도어화
217,ITEM,클로그,Clogs,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_CLOG,,,,클로그,클로그
218,ITEM,트레킹화,Trekking Shoes,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_TREKKING_SHOES,,,,트레킹화,트레킹화
219,ITEM,펌프스,Pumps,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_PUMPS,,,,펌프스,펌프스
220,ITEM,플랫슈즈,Flats,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_FLATS,,,,플랫슈즈,플랫슈즈
221,ITEM,힐,Heels,기본 힐 상품유형; 스틸레토 등은 SHAPE,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_HEELS,,,,힐,힐
222,ITEM,발레플랫슈즈,Ballet Flats,독립적으로 굳어진 플랫 subtype,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BALLET_FLATS,,,,발레플랫슈즈,발레플랫슈즈
223,ITEM,가방,Bag,가방류 umbrella concept,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BAG,,,,가방,가방
224,ITEM,바스켓백,Basket Bag,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BASKET_BAG,,,,바스켓백,바스켓백
225,ITEM,백팩,Backpack,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BACKPACK,,,,백팩,백팩
226,ITEM,브리프케이스,Briefcase,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BRIEFCASE,,,,브리프케이스,브리프케이스
227,ITEM,숄더백,Shoulder Bag,안정적인 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SHOULDER_BAG,,,,숄더백,숄더백
228,ITEM,유틸리티백,Utility Bag,기능형 상품유형으로 유지,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_UTILITY_BAG,,,,유틸리티백,유틸리티백
229,ITEM,크로스백,Crossbody Bag,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_CROSSBODY_BAG,,,,크로스백,크로스백
230,ITEM,토트백,Tote Bag,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_TOTE_BAG,,,,토트백,토트백
231,ITEM,넥타이,Necktie,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_NECKTIE,,,,넥타이,넥타이
232,ITEM,레그워머,Leg Warmers,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_LEG_WARMER,,,,레그워머,레그워머
233,ITEM,머플러,Winter Scarf,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_MUFFLER,,,,머플러,머플러
234,ITEM,모자,Hat,모자류 umbrella concept,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_HAT,,,,모자,모자
235,ITEM,벨트,Belt,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BELT,,,,벨트,벨트
236,ITEM,스카프,Scarf,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SCARF,,,,스카프,스카프
237,ITEM,시계,Watch,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_WATCH,,,,시계,시계
238,ITEM,안경,Glasses,아이웨어 기본 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_GLASSES,,,,안경,안경
239,ITEM,양말,Socks,축구/스포츠 양말은 TPO/활동 속성으로 분리,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SOCKS,,,,양말,양말
240,ITEM,장갑,Gloves,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_GLOVES,,,,장갑,장갑
241,ITEM,주얼리,Jewelry,주얼리 umbrella concept,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_JEWELRY,,,,주얼리,주얼리
242,ITEM,지갑,Wallet,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_WALLET,,,,지갑,지갑
243,ITEM,카라비너,Carabiner,패션 액세서리로 사용되는 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_CARABINER,,,,카라비너,카라비너
244,ITEM,헤어밴드,Headband,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_HAIRBAND,,,,헤어밴드,헤어밴드
245,ITEM,니트타이,Knit Tie,lexicalized subtype,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_KNIT_TIE,,,,니트타이,니트타이
246,ITEM,볼캡,Baseball Cap,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BALL_CAP,,,,볼캡,볼캡
247,ITEM,비니,Beanie,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BEANIE,,,,비니,비니
248,ITEM,유틸리티벨트,Utility Belt,기능형 상품유형으로 유지,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_UTILITY_BELT,,,,유틸리티벨트,유틸리티벨트
249,ITEM,선글라스,Sunglasses,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SUNGLASSES,,,,선글라스,선글라스
250,ITEM,브라,Bra,기본 이너웨어 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BRA,,,,브라,브라
251,ITEM,잠옷,Pajamas,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_PAJAMAS,,,,잠옷,잠옷
252,ITEM,팬티,Briefs,기본 이너웨어 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_UNDERWEAR_BOTTOM,,,,팬티,팬티
253,ITEM,스포츠브라,Sports Bra,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SPORTS_BRA,,,,스포츠브라,스포츠브라
254,ITEM,수영복,Swimwear,수영/비치웨어 umbrella concept,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SWIMWEAR,,,,수영복,수영복
374,STYLE,그런지,Grunge,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_GRUNGE,,,,그런지,그런지룩
375,STYLE,클래식,Classic,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_CLASSIC,,,,클래식,클래식룩
376,STYLE,페미닌,Feminine,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_FEMININE,,,,페미닌,페미닌룩
377,STYLE,아메카지,Amekaji,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_AMEKAJI,,,,아메카지,아메카지룩
378,STYLE,스트릿웨어,Streetwear,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_STREETWEAR,,,,스트릿웨어,스트릿웨어룩
379,STYLE,시크,Chic,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_CHIC,,,,시크,시크룩
380,STYLE,걸리시,Girlish,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_GIRLISH,,,,걸리시,걸리시룩
381,STYLE,러블리,Lovely,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_LOVELY,,,,러블리,러블리룩
382,STYLE,캐주얼,Casual,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_CASUAL,,,,캐주얼,캐주얼룩
383,STYLE,프레피,Preppy,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_PREPPY,,,,프레피,프레피룩
384,STYLE,시티보이,Cityboy,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_CITYBOY,,,,시티보이,시티보이룩
385,STYLE,워크웨어,Workwear,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_WORKWEAR,,,,워크웨어,워크웨어룩
386,STYLE,젠더리스,Genderless,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_GENDERLESS,,,,젠더리스,젠더리스룩
387,STYLE,고프코어,Gorpcore,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_GORPCORE,,,,고프코어,고프코어
388,STYLE,발레코어,Balletcore,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_BALLETCORE,,,,발레코어,발레코어
389,STYLE,블록코어,Blokecore,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_BLOKECORE,,,,블록코어,블록코어
136,ITEM,니트,Knitwear,니트웨어/스웨터 대표 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_KNIT,,,,니트,니트
137,ITEM,래시가드,Rash Guard,기능성 수상 스포츠 상의,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_RASH_GUARD,,,,래시가드,래시가드
138,ITEM,맨투맨,Sweatshirt,한국 커머스에서 안정적인 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SWEATSHIRT,,,,맨투맨,맨투맨
139,ITEM,블라우스,Blouse,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BLOUSE,,,,블라우스,블라우스
140,ITEM,셔츠,Shirt,기본 셔츠 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SHIRT,,,,셔츠,셔츠
141,ITEM,슬리브리스,Sleeveless Top,독립 상품유형으로 유지하되 SLEEVE 속성과 중첩 가능,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SLEEVELESS,,,,슬리브리스,슬리브리스
142,ITEM,유니폼,Uniform,유니폼 자체가 상품유형일 때 사용,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_UNIFORM,,,,유니폼,유니폼
143,ITEM,저지,Jersey,스포츠/패션 저지 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_JERSEY,,,,저지,저지
144,ITEM,크롭탑,Crop Top,lexicalized product type로 유지; LENGTH=크롭과도 조합 가능,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_CROP_TOP,,,,크롭탑,크롭탑
145,ITEM,트랙탑,Track Top,스포츠 트랙 상의,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_TRACK_TOP,,,,트랙탑,트랙탑
146,ITEM,티셔츠,T-shirt,기본 상의 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_T_SHIRT,,,,티셔츠,티셔츠
147,ITEM,후드,Hoodie,후드티/후디를 alias로 흡수,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_HOODIE,,,,후드,후드
148,ITEM,탱크탑,Tank Top,안정적인 슬리브리스 상의 subtype,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_TANK_TOP,,,,탱크탑,탱크탑
149,ITEM,폴로셔츠,Polo Shirt,피케/카라형 폴로 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_POLO_SHIRT,,,,폴로셔츠,폴로셔츠
150,ITEM,가디건,Cardigan,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_CARDIGAN,,,,가디건,가디건
151,ITEM,무스탕,Shearling Jacket,괄호 설명 제거; 상품유형 의미,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_MOUTON_JACKET,,,,무스탕,무스탕
152,ITEM,바람막이,Windbreaker,독립 기능형 아우터,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_WINDBREAKER,,,,바람막이,바람막이
153,ITEM,베스트,Vest,조끼/베스트 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_VEST,,,,베스트,베스트
154,ITEM,볼레로,Bolero,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BOLERO,,,,볼레로,볼레로
155,ITEM,아노락,Anorak,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_ANORAK,,,,아노락,아노락
156,ITEM,재킷,Jacket,아우터의 기본 재킷 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_JACKET,,,,재킷,재킷
390,STYLE,바이크코어,Bikercore,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_BIKERCORE,,,,바이크코어,바이크코어
391,STYLE,코티지코어,Cottagecore,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_COTTAGECORE,,,,코티지코어,코티지코어
392,STYLE,Y2K,Y2K,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_Y2K,,,,Y2K,Y2K룩
393,STYLE,다크 아카데미아,Dark Academia,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_DARK_ACADEMIA,,,,다크 아카데미아,다크 아카데미아룩
394,STYLE,레트로,Retro,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_RETRO,,,,레트로,레트로룩
