id,term_type,canonical_name,english_name,description,status,first_seen_at,last_seen_at,created_at,updated_at,term_code,brand_id,embedding_updated_at,normalized_name,search_keyword,search_keyword_en,is_ambiguous,keyword_count
178,ITEM,스커트팬츠,Skort,스코트/치마바지 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SKORT,,,스커트팬츠,스커트팬츠,skort,False,1
179,ITEM,슬랙스,Slacks,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SLACKS,,,슬랙스,슬랙스,slacks,False,1
180,ITEM,조거팬츠,Jogger Pants,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_JOGGER_PANTS,,,조거팬츠,조거팬츠,jogger pants,False,1
181,ITEM,청바지,Jeans,데님+팬츠이지만 lexicalized product type,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_JEANS,,,청바지,청바지,jeans,False,1
182,ITEM,치노팬츠,Chino Pants,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_CHINO_PANTS,,,치노팬츠,치노팬츠,chino pants,False,1
183,ITEM,카고팬츠,Cargo Pants,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_CARGO_PANTS,,,카고팬츠,카고팬츠,cargo pants,False,1
184,ITEM,카프리팬츠,Capri Pants,독립적으로 굳어진 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_CAPRI_PANTS,,,카프리팬츠,카프리팬츠,capri pants,False,1
185,ITEM,큐롯팬츠,Culottes,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_CULOTTES,,,큐롯팬츠,큐롯팬츠,culottes,False,1
186,ITEM,트레이닝팬츠,Track Pants,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_TRACK_PANTS,,,트레이닝팬츠,트레이닝팬츠,track pants,False,1
187,ITEM,세트업,Matching Set,투피스/세트를 대표하는 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SETUP,,,세트업,셋업정장|세트업|셋업수트,matching set fashion,True,3
188,ITEM,스커트,Skirt,미니/미디/맥시는 LENGTH로 분리,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SKIRT,,,스커트,스커트|치마,skirt fashion,True,2
189,ITEM,오버올,Overall,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_OVERALL,,,오버올,오버올|멜빵바지|오버올점프수트,overall fashion,True,3
190,ITEM,원피스,Dress,미니/미디/맥시는 LENGTH로 분리,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_DRESS,,,원피스,원피스|여성원피스,dress fashion,True,2
191,ITEM,점프수트,Jumpsuit,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_JUMPSUIT,,,점프수트,점프수트,jumpsuit,False,1
192,ITEM,드레스,Gown,드레스 표기가 독립 상품유형일 때 사용,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_DRESS_FORMAL,,,드레스,드레스|파티드레스|원피스드레스,gown fashion,True,3
193,ITEM,신발,Shoes,신발류 umbrella concept,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SHOES,,,신발,신발추천|신발코디|패션신발,shoes fashion,True,3
194,ITEM,레인부츠,Rain Boots,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_RAIN_BOOTS,,,레인부츠,레인부츠,rain boots,False,1
195,ITEM,워커,Combat Boots,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_COMBAT_BOOTS,,,워커,워커부츠|워커신발,combat boots fashion,True,2
196,ITEM,워크부츠,Work Boots,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_WORK_BOOTS,,,워크부츠,워크부츠,work boots,False,1
197,ITEM,첼시부츠,Chelsea Boots,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_CHELSEA_BOOTS,,,첼시부츠,첼시부츠,chelsea boots,False,1
198,ITEM,스케이트화,Skate Shoes,스케이트 보드화 canonical,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SKATE_SHOES,,,스케이트화,스케이트화,skate shoes,False,1
199,ITEM,슬립온,Slip-ons,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SLIP_ON,,,슬립온,슬립온슈즈|슬립온스니커즈,slip-ons fashion,True,2
200,ITEM,슬라이드,Slides,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SLIDES,,,슬라이드,슬라이드슬리퍼|슬라이드샌들,slides fashion,True,2
201,ITEM,플립플랍,Flip-flops,쪼리/플립플랍 canonical,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_FLIP_FLOPS,,,플립플랍,플립플랍,flip-flops,False,1
202,ITEM,더비슈즈,Derby Shoes,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_DERBY_SHOES,,,더비슈즈,더비슈즈,derby shoes,False,1
203,ITEM,등산화,Hiking Shoes,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_HIKING_BOOTS,,,등산화,등산화,hiking shoes fashion,True,1
204,ITEM,러닝화,Running Shoes,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_RUNNING_SHOES,,,러닝화,러닝화|런닝화,running shoes fashion,True,2
205,ITEM,로퍼,Loafers,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_LOAFERS,,,로퍼,로퍼,loafers,False,1
206,ITEM,메리제인슈즈,Mary Jane Shoes,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_MARY_JANE_SHOES,,,메리제인슈즈,메리제인슈즈,mary jane shoes,False,1
214,ITEM,슬링백,Slingback Shoes,신발 의미의 슬링백,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SLINGBACK,,,슬링백,슬링백|슬링백슈즈,slingback shoes fashion,True,2
215,ITEM,옥스포드화,Oxford Shoes,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_OXFORD_SHOES,,,옥스포드화,옥스포드화,oxford shoes,False,1
216,ITEM,인도어화,Indoor Court Shoes,스포츠화의 안정적 subtype,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_INDOOR_SHOES,,,인도어화,인도어슈즈|실내운동화,indoor court shoes fashion,True,2
217,ITEM,클로그,Clogs,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_CLOG,,,클로그,클로그|클로그샌들,clogs fashion,True,2
218,ITEM,트레킹화,Trekking Shoes,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_TREKKING_SHOES,,,트레킹화,트레킹화,trekking shoes,False,1
219,ITEM,펌프스,Pumps,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_PUMPS,,,펌프스,펌프스|펌프스힐,pumps fashion,True,2
220,ITEM,플랫슈즈,Flats,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_FLATS,,,플랫슈즈,플랫슈즈,flats,False,1
221,ITEM,힐,Heels,기본 힐 상품유형; 스틸레토 등은 SHAPE,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_HEELS,,,힐,하이힐|힐|여성힐,heels fashion,True,3
222,ITEM,발레플랫슈즈,Ballet Flats,독립적으로 굳어진 플랫 subtype,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BALLET_FLATS,,,발레플랫슈즈,발레플랫슈즈,ballet flats,False,1
223,ITEM,가방,Bag,가방류 umbrella concept,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BAG,,,가방,가방추천|가방코디|패션가방,bag fashion,True,3
224,ITEM,바스켓백,Basket Bag,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BASKET_BAG,,,바스켓백,바스켓백,basket bag,False,1
225,ITEM,백팩,Backpack,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BACKPACK,,,백팩,백팩,backpack,False,1
226,ITEM,브리프케이스,Briefcase,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BRIEFCASE,,,브리프케이스,브리프케이스,briefcase,False,1
227,ITEM,숄더백,Shoulder Bag,안정적인 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SHOULDER_BAG,,,숄더백,숄더백,shoulder bag,False,1
228,ITEM,유틸리티백,Utility Bag,기능형 상품유형으로 유지,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_UTILITY_BAG,,,유틸리티백,유틸리티백,utility bag,False,1
229,ITEM,크로스백,Crossbody Bag,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_CROSSBODY_BAG,,,크로스백,크로스백,crossbody bag,False,1
230,ITEM,토트백,Tote Bag,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_TOTE_BAG,,,토트백,토트백,tote bag,False,1
231,ITEM,넥타이,Necktie,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_NECKTIE,,,넥타이,넥타이|넥타이추천,necktie fashion,True,2
232,ITEM,레그워머,Leg Warmers,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_LEG_WARMER,,,레그워머,레그워머,leg warmers,False,1
233,ITEM,머플러,Winter Scarf,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_MUFFLER,,,머플러,머플러|목도리,winter scarf fashion,True,2
234,ITEM,모자,Hat,모자류 umbrella concept,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_HAT,,,모자,모자추천|패션모자|모자코디,hat fashion,True,3
235,ITEM,벨트,Belt,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BELT,,,벨트,패션벨트|벨트추천,belt fashion,True,2
236,ITEM,스카프,Scarf,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SCARF,,,스카프,스카프|패션스카프|스카프코디,scarf fashion,True,3
237,ITEM,시계,Watch,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_WATCH,,,시계,손목시계|패션시계,watch fashion,True,2
238,ITEM,안경,Glasses,아이웨어 기본 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_GLASSES,,,안경,안경테|패션안경,glasses fashion,True,2
239,ITEM,양말,Socks,축구/스포츠 양말은 TPO/활동 속성으로 분리,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SOCKS,,,양말,패션양말|양말추천,socks fashion,True,2
240,ITEM,장갑,Gloves,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_GLOVES,,,장갑,패션장갑|가죽장갑|장갑추천,gloves fashion,True,3
241,ITEM,주얼리,Jewelry,주얼리 umbrella concept,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_JEWELRY,,,주얼리,주얼리|패션주얼리|주얼리추천,jewelry fashion,True,3
242,ITEM,지갑,Wallet,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_WALLET,,,지갑,지갑추천|가죽지갑,wallet fashion,True,2
243,ITEM,카라비너,Carabiner,패션 액세서리로 사용되는 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_CARABINER,,,카라비너,카라비너키링|패션카라비너,carabiner fashion,True,2
244,ITEM,헤어밴드,Headband,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_HAIRBAND,,,헤어밴드,헤어밴드|헤어밴드머리띠,headband fashion,True,2
245,ITEM,니트타이,Knit Tie,lexicalized subtype,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_KNIT_TIE,,,니트타이,니트타이,knit tie,False,1
246,ITEM,볼캡,Baseball Cap,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BALL_CAP,,,볼캡,볼캡|볼캡모자,baseball cap fashion,True,2
247,ITEM,비니,Beanie,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BEANIE,,,비니,비니|비니모자,beanie fashion,True,2
248,ITEM,유틸리티벨트,Utility Belt,기능형 상품유형으로 유지,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_UTILITY_BELT,,,유틸리티벨트,유틸리티벨트,utility belt,False,1
249,ITEM,선글라스,Sunglasses,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SUNGLASSES,,,선글라스,선글라스,sunglasses,False,1
250,ITEM,브라,Bra,기본 이너웨어 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BRA,,,브라,브라|브라렛|속옷브라,bra fashion,True,3
251,ITEM,잠옷,Pajamas,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_PAJAMAS,,,잠옷,잠옷|파자마|잠옷세트,pajamas fashion,True,3
252,ITEM,팬티,Briefs,기본 이너웨어 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_UNDERWEAR_BOTTOM,,,팬티,팬티|여성팬티|남성팬티,briefs fashion,True,3
253,ITEM,스포츠브라,Sports Bra,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SPORTS_BRA,,,스포츠브라,스포츠브라,sports bra,False,1
254,ITEM,수영복,Swimwear,수영/비치웨어 umbrella concept,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SWIMWEAR,,,수영복,수영복|비키니,swimwear fashion,True,2
374,STYLE,그런지,Grunge,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_GRUNGE,,,그런지,그런지룩|그런지패션,grunge fashion|grunge aesthetic,True,2
375,STYLE,클래식,Classic,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_CLASSIC,,,클래식,클래식룩|클래식패션|클래식코디,classic fashion|classic aesthetic,True,3
376,STYLE,페미닌,Feminine,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_FEMININE,,,페미닌,페미닌룩|페미닌패션,feminine fashion|feminine aesthetic,True,2
377,STYLE,아메카지,Amekaji,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_AMEKAJI,,,아메카지,아메카지|아메카지룩,amekaji fashion|amekaji aesthetic,True,2
378,STYLE,스트릿웨어,Streetwear,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_STREETWEAR,,,스트릿웨어,스트릿룩|스트릿패션|스트릿웨어,streetwear fashion|streetwear aesthetic,True,3
379,STYLE,시크,Chic,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_CHIC,,,시크,시크룩|시크패션,chic fashion|chic aesthetic,True,2
380,STYLE,걸리시,Girlish,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_GIRLISH,,,걸리시,걸리시룩|걸리시패션,girlish fashion|girlish aesthetic,True,2
381,STYLE,러블리,Lovely,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_LOVELY,,,러블리,러블리룩|러블리코디,lovely fashion|lovely aesthetic,True,2
382,STYLE,캐주얼,Casual,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_CASUAL,,,캐주얼,캐주얼룩|캐주얼코디|캐주얼패션,casual fashion|casual aesthetic,True,3
383,STYLE,프레피,Preppy,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_PREPPY,,,프레피,프레피룩|프레피패션,preppy fashion|preppy aesthetic,True,2
384,STYLE,시티보이,Cityboy,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_CITYBOY,,,시티보이,시티보이룩|시티보이패션,cityboy fashion|cityboy aesthetic,True,2
385,STYLE,워크웨어,Workwear,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_WORKWEAR,,,워크웨어,워크웨어|워크웨어룩,workwear fashion|workwear aesthetic,True,2
386,STYLE,젠더리스,Genderless,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_GENDERLESS,,,젠더리스,젠더리스룩|젠더리스패션,genderless fashion|genderless aesthetic,True,2
387,STYLE,고프코어,Gorpcore,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_GORPCORE,,,고프코어,고프코어|고프코어룩,gorpcore fashion|gorpcore aesthetic,True,2
388,STYLE,발레코어,Balletcore,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_BALLETCORE,,,발레코어,발레코어|발레코어룩,balletcore fashion|balletcore aesthetic,True,2
389,STYLE,블록코어,Blokecore,,ACTIVE,,,2026-09-09 22:52:33.233 +0900,2026-09-09 22:52:33.233 +0900,STYLE_BLOKECORE,,,블록코어,블록코어|블록코어룩,blokecore fashion|blokecore aesthetic,True,2
136,ITEM,니트,Knitwear,니트웨어/스웨터 대표 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_KNIT,,,니트,니트|니트웨어|니트티|여성니트,knitwear fashion,True,4
137,ITEM,래시가드,Rash Guard,기능성 수상 스포츠 상의,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_RASH_GUARD,,,래시가드,래시가드|래쉬가드,rash guard fashion,True,2
138,ITEM,맨투맨,Sweatshirt,한국 커머스에서 안정적인 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SWEATSHIRT,,,맨투맨,맨투맨,sweatshirt,False,1
139,ITEM,블라우스,Blouse,독립 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_BLOUSE,,,블라우스,블라우스,blouse,False,1
140,ITEM,셔츠,Shirt,기본 셔츠 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SHIRT,,,셔츠,셔츠|남방셔츠|여성셔츠,shirt fashion,True,3
141,ITEM,슬리브리스,Sleeveless Top,독립 상품유형으로 유지하되 SLEEVE 속성과 중첩 가능,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_SLEEVELESS,,,슬리브리스,슬리브리스,sleeveless top,False,1
142,ITEM,유니폼,Uniform,유니폼 자체가 상품유형일 때 사용,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_UNIFORM,,,유니폼,유니폼룩|유니폼패션,uniform fashion,True,2
143,ITEM,저지,Jersey,스포츠/패션 저지 상품유형,ACTIVE,,,2026-09-09 17:41:29.703 +0900,2026-09-09 22:37:43.511 +0900,ITEM_JERSEY,,,저지,저지상의|레트로저지|저지탑,jersey fashion,True,3
